gate_name,sgd_gene_id,gene_name,chromosome,essential_status,evidence_count,phenotype_summary,selection_rule,source_file,gate_version
high_confidence,S000001889,YFL005W,SynVI,Essential,2,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001894,YFL002C,SynVI,Essential,2,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001898,YFR002W,SynVI,Essential,2,null | inviable | spores germinated but stopped growth at the 2-4 cell stage ; null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001899,YFR003C,SynVI,Essential,2,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001900,YFR004W,SynVI,Essential,2,conditional | heat sensitivity: increased | elevated temperature (30°C) | lethal at 30 deg C or above ; null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001901,YFR005C,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001917,YFR021W,SynVI,Ambiguous,5,null | viability: decreased | nitrogen starvation ; null | viable ; null | inviable | nitrogen starvation | essential for autophagy; inviable after 3 day nitrogen starvation followed by transfer to rich media plates,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001924,YFR028C,SynVI,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001925,YFR029W,SynVI,Ambiguous,5,"null | viable ; null | viable | non-essential when prototrophic for leucine (LEU2) but essential when deficient in leucine biosynthesis (leu2), as defects in the SPS PM amino acid sensor are compromised for leucine uptake ; null | inviable",exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001927,YFR031C,SynVI,Essential,3,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001933,YFR037C,SynVI,Essential,4,null | inviable ; repressible | cell cycle progression in G1 phase: arrested | irreversible lethality associated with the arrest ; repressible | cell cycle progression through the G2/M phase transition: arrested | irreversible lethality associated with the arrest,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001938,O6U65_1060,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001947,YFR051C,SynVI,Ambiguous,4,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | viable ; null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000001948,YFR052W,SynVI,Essential,2,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000002157,NHP6B,SynII,Ambiguous,2,null | viable ; overexpression | inviable | leaky with slight growth after 5 days,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000002965,YFL017W-A,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000007223,YCR087C-A,SynIII,Ambiguous,2,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000007595,DAD3,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000099,HTA2,SynII,Ambiguous,2,null | viable ; overexpression | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000100,UTP20,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000103,SLA1,SynII,Ambiguous,5,"null | bud morphology: abnormal | hydroxyurea (100mM) | mild defect in formation of elongated buds in response to stress, such as after treatment with a sub-lethal dosage of HU ; overexpression | viability: decreased | 2% galactose (galactose to induce overexpression) ; null | oxidative stress resistance: decreased | hydrogen peroxide | decreased viability in high concentrations of H2O2 after exposure to low concentrations",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000110,RRN6,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000112,FUS3,SynII,Ambiguous,2,"null | viable ; null | survival rate in stationary phase: decreased | reduced temperature (4°C) | >99% loss in viability after, 3 days at 30 deg C, followed by 4 weeks at 4 deg C",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000114,POP8,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000116,RFT1,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000118,PIM1,SynII,Ambiguous,4,"null | viable ; repressible | protein/peptide accumulation: increased | strong accumulation of Dpi34p after depletion of Pim1p, indicating an essential role in maintaining low levels of Dpi34p | Dpi34-9xMyc",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000119,MCM2,SynII,Ambiguous,4,null | inviable ; null | chronological lifespan: abnormal | delayed chronological aging; exhibits delayed senescence during the initial 14 days; incapable of forming colonies beyond 21 days while wt cells remain viable; increased cell size from the onset with declining viability and reduction in ploidy over time,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000121,RRN10,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000122,LSM2,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000123,RPL19B,SynII,Ambiguous,2,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000126,PET9,SynII,Essential,4,"repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | viable | W303 background contains full-length SAL1 which suppresses the pet9 null mutations; other strain backgrounds contain a truncated sal1-1, rendering the pet9 null mutant inviable ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000129,RIB1,SynII,Ambiguous,3,"null | viable ; overexpression | resistance to chemicals: increased | NOC-5 (0.5mM) | acidified medium, pH 5.5 | elevated resistance to nitrosative stress, based on increased viability in the presence of nitric oxide generated by NOC-5 ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000130,STU1,SynII,Essential,3,"null | inviable | null mutant germinates and undergoes one to two cell divisions, arresting with large buds; a percentage of these contain undivided DNA at the mother-bud neck ; null | inviable ; null | vegetative growth: absent | lethal in strains containing two chromosomes, including both the 2B (2-chromosome Boeke lab strain) and 2Q (2-chromosome Qin lab strain)",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000131,POL12,SynII,Essential,4,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable ; conditional | cell cycle progression in S phase: arrested | elevated temperature (37°C) | dumbbell-shaped, large-budded arrest with a single nucleus at the bud neck; large increase in proportion of cells with a nearly 2C DNA content; reciprocal shift indicates an essential role just prior to the hydroxyurea sensitive step",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000134,MRPL16,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000136,ERD2,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000137,PRE7,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000141,COR1,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000145,MOH1,SynII,Ambiguous,2,"null | viable ; null | survival rate in stationary phase: decreased | 10,000-fold reduction in colony-forming potential after 25 days in water, without losing viability",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000146,SEC17,SynII,Essential,3,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000149,YBL053W,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000153,PTH2,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000154,SHP1,SynII,Ambiguous,4,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000169,YBL073W,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000170,AAR2,SynII,Essential,2,conditional | viability: decreased | elevated temperature (34°C) ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000172,ILS1,SynII,Essential,2,conditional | viability: decreased | elevated temperature (32°C) | viability reduced by ~1/6 ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000173,YBL077W,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000174,ATG8,SynII,Ambiguous,7,null | viability: decreased | nitrogen starvation ; null | viability: decreased | nitrogen starvation | decreased survival (CFU) relative to wt in nitrogen starvation media at 15 days ; reduction of function | viability: decreased | nitrogen starvation,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000176,PET112,SynII,Ambiguous,3,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000180,CDC27,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000184,TEL1,SynII,Ambiguous,4,null | viable ; overexpression | resistance to chemicals: decreased | hydroxyurea (25-150mM) | dose-dependent decrease in viability ; overexpression | resistance to chemicals: decreased | methyl methanesulfonate (0.005-0.02%) | dose-dependent decrease in viability,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000187,MAP2,SynII,Ambiguous,2,"null | viable ; null | vegetative growth: decreased rate | slower growth rate than wt, but faster than that of a map1 null mutant; map1 map2 double null mutant is inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000188,RPL32,SynII,Essential,3,"null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000189,ROX3,SynII,Ambiguous,2,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000193,BRN1,SynII,Essential,5,"conditional | heat sensitivity: increased | elevated temperature (37°C) | majority of cells undergo first cycle arrest, and ~25% a multicycle arrest; heterogenous arrest with loss of viability; required between early S and early M phase ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000195,ATP1,SynII,Ambiguous,2,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000198,SFT2,SynII,Ambiguous,2,null | viable ; overexpression | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000201,PKC1,SynII,Essential,6,"null | inviable ; null | inviable | rapid loss of viability and rapid cell lysis of budded cells, including a high frequency of nonrefractile ghosts; inviability suppressed by the addition of 1M sorbitol, monosaccharides (1M glucose or galactose), disaccharides (0.5M lactose or maltose), 10% PEG, or salts (0.5M NaCl or KCl) ; conditional | inviable | permissive temperature (26°C) | unable to grow at the permissive temperature unless media is supplemented with 25 mM CaCl2 (efficacy of suppression increases with increasing CaCl2 concentrations up to 100 mM)",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000206,RER2,SynII,Ambiguous,2,null | viable ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000208,GPI18,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000213,HHF1,SynII,Ambiguous,2,null | viable ; overexpression | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000214,HHT1,SynII,Ambiguous,7,"null | viable ; null | colony sectoring: increased | increase in red-sectors resulting from elevated chromosome loss in a strain containing a non-essential chromosomal fragment, CFIII, carrying SUP11 that suppresses ade2-101; indicative of chromosome instability (CIN) resulting from decreased chromosome transmission fidelity (ctf) ; reduction of function | colony sectoring: increased | increase in red-sectors resulting from elevated chromosome loss in a strain containing a non-essential chromosomal fragment, CFIII, carrying SUP11 that suppresses ade2-101; indicative of chromosome instability (CIN) resulting from decreased chromosome transmission fidelity (ctf); increased beyond that of an HHT1 null mutant",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000215,IPP1,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000228,SCO2,SynII,Ambiguous,2,null | viable ; overexpression | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000230,ETR1,SynII,Ambiguous,2,"null | viable ; null | resistance to chemicals: decreased | acetic acid (200mM) | decreased viability, and by extension lifespan, relative to wt cells on plates containing acetic acid that mimics media acidification, a primary cause of chronological aging",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000232,YPK3,SynII,Ambiguous,2,null | chemical compound accumulation: increased | lithium(1+) | lithium chloride (100mM) | significant 1.7-fold increase in the accumulation of Li+ relative to wt cells treated with a nonlethal EC10 concentration of LiCl ; null | viable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000233,CDS1,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000238,HMT1,SynII,Ambiguous,3,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000240,CSG2,SynII,Ambiguous,20,"null | autophagy: absent | nitrogen starvation | vacuolar processing of GFP-Atg8, degradation of GFP-50Q (50 poly-glutamine), vacuolar transport of RFP-Ape1p and vacuolar delivery of pho8Δ60 are absent in amino acid starved cells; indicative of an essential role for CSG2 in nitrogen-starvation induced autophagy; autophagy is restored by deletion of PMR1, or treatment with EDTA, EGTA, or BAPTA ; null | autophagy: absent | glucose starvation | vacuolar processing of GFP-Atg8 is absent in glucose-starved cells, indicating an essential role for CSG2 in glucose-starvation induced autophagy; autophagy is restored by treatment with EDTA or EGTA ; null | autophagy: absent | nitrogen starvation | vacuolar processing of GFP-Atg8 is absent in amino acid starved cells, indicating an essential role of the TMDs in nitrogen-starvation induced autophagy",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000242,CHS2,SynII,Essential,2,overexpression | inviable | cells grow in chains before dying ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000245,FAT1,SynII,Ambiguous,3,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000251,FMP23,SynII,Ambiguous,3,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000253,REB1,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000259,PRP6,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000263,AKL1,SynII,Ambiguous,4,"overexpression | viability: decreased ; null | viable ; overexpression | inviable | overexpression of wt Akl1 or non-phosphorylatable Akl1-S960A/S1072A is toxic, while kinase-dead akl1-D181Y does not affect growth",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000264,ORC2,SynII,Ambiguous,6,conditional | viability: decreased | elevated temperature (37°C) | alpha-factor block release | loss of viability concurrent with entry into S-phase ; unspecified | viable ; null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000265,TRM7,SynII,Ambiguous,5,"null | viable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions ; null | cell death: increased | acetic acid (80mM) | increased percentage of non-viable cells after acute exposure to acetic acid induced oxidative stress",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000266,YBR062C,SynII,Ambiguous,3,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000271,TIP1,SynII,Ambiguous,3,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000274,ALG14,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000277,RDH54,SynII,Ambiguous,2,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000283,RPG1,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000284,SEC18,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000289,AAC3,SynII,Ambiguous,3,"null | viability: decreased | cisplatin (0.5mM) | clonogenic survival, the ratio of the number of CFUs after CDDP treatment in null cells vs parental controls, is decreased ; null | viable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000290,IST2,SynII,Ambiguous,2,"null | viable ; null | desiccation resistance: decreased | stationary | dehydration-rehydration | viability reduced from 36% to 8.6% after stationary phase cells are dehydrated, reducing water content to 8-10%, followed by rapid rehydration; viability is reduced from 53% to 10% with gradual rehydration",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000291,RFC5,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000292,POL30,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000293,YBR089W,SynII,Essential,1,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000295,TIM12,SynII,Essential,2,null | inviable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
expanded,S000000302,MMS4,SynII,Ambiguous,2,null | viability: decreased ; null | viable,strict set plus exact-mapped ORFs with essential_status=Ambiguous,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
